Series Name,Series Code,Country Name,Country Code,1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,195866382432.54,205089699858.779,230686747153.257,259946510957.143,309488028132.653,300758100107.246,272972974764.574,312353631207.819,347768051311.741,360857912565.966,383373318083.624,426915712715.856,444731282435.515,564321854521.013,734484834573.582,863749314718.538,961601980984.623,1029060747620.65,1094003874937.34,1211331651866.09,1339400897105.11,1470557654799.95,1660280543846.79,1955346768721.39,2285961149879.85,2752118657184.02,3550327802998.4,4594336785737.67,5101691124285.21,6087191746679.49,7551545703440.75,8532185381680.59,9570471111831.68,10475624944355.2,11061572618578.7,11233313730348.7,12310491333980.9,13894907857880.6,14279968506271.7,14687744162801,17820459508852.2,17881782683707.3,17794783039552
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,36388366869.0309,38968039721.748,38729822781.5997,38253120737.9671,34894419443.4881,34942489683.9712,36373307085.0887,39212550050.4223,39540080200.3938,47844090709.9908,49637993948.8402,58394443377.5416,66474101301.1759,81705497616.5703,92495970511.3951,97153389010.9466,106656492293.614,98486358581.1639,86278947636.962,99875074951.0278,98200641203.3892,97945812802.8882,94644969157.0987,117092416666.245,145600529605.803,161792958904.864,206229540926.312,242504150472.931,232468663109.595,286498534094.963,334966134804.887,370691143018.039,382093697077.685,381240864422.407,293492370193.166,282720100286.228,311866875156.879,334198218098.276,323031701192.84,270348342541.465,318524633225.395,345329875078.512,363493841244.303
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,196349931.540286,184009013.562815,191621954.855332,184697225.637076,196726096.329131,279197721.807577,337525852.647575,356500032.676316,341476768.326033,429622177.724885,424108769.502231,457388651.500941,452881475.071813,319189184.255639,398461797.009413,396053805.891754,364445600.525492,370106745.930146,382454989.945311,351136579.648632,378512024.077556,425964681.044378,546885222.713065,633706110.795614,653845169.168576,698431793.872776,795673152.867077,915659107.965823,905341172.70583,907978730.887844,1023086273.53336,1015843490.82374,1116224106.83728,1149587661.00693,966029600.862227,1012835493.19325,1077439756.59451,1188797449.38584,1195019531.9011,1225039196.61091,1296089479.91978,1242519407.77603,1352380971.24055
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,12537821038.2202,13651667371.1676,11006712650.4481,7857729193.20343,7195042616.0071,8095367168.21769,7661625472.57705,8861299976.74158,9021862775.18112,9349764580.41173,9087965281.52726,8206227134.00857,10707792340.0276,5820383305.54668,5643439376.10491,5771454939.62404,6090840548.18784,6217806273.31082,4711259427.27273,19088046305.7971,7438189100.33333,8728038525.14034,8937567059.87754,10297483481.223,11964484465.9388,14451901696.3878,16737071816.38,19788515590.1284,18648372553.0921,21565721044.8462,25839749199.3671,29306235285.2597,32679745048.4427,35909040925.9375,37917706497.1793,37134801555.3322,38019264794.8263,47568210009.8172,51775829877.2088,48716961860.1325,55328482783.5393,65801547619.5815,66383287002.9867
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,1993512322.62391,2160640564.56041,2097274289.75066,2193581365.34299,2160872540.03175,1849268212.30284,2297753652.34929,2212536311.99319,2389593025.60339,2798746050.11354,2724853505.80336,2933222703.0334,2684323623.14372,1769365437.78801,2116003867.75536,2540697539.05773,2322719102.6909,1949481379.21951,2354772960.28296,3227927697.57921,2796704604.03812,3034250923.97726,3503723087.74483,4656974940.12721,6650001680.48544,8072305029.06514,8782703436.70188,11649857673.4436,9723299915.25312,13148396211.5955,15655383576.6515,17692911296.3044,17958720699.0868,17919321078.0284,12434793867.3568,10931328150.8478,11834473039.3645,14773900288.5135,13976637779.9763,11468687464.0046,14825690210.9157,15817030154.6941,15321055822.5167
GDP (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,2623803095.78501,2606623554.56582,3146772630.77263,3660477856.22977,3919203960.39604,4418983870.96774,4532952047.15628,4614629898.40348,5251025767.47627,5711687786.75989,7215725487.30549,8579754757.93237,9564815975.14743,10489903725.0032,11578594259.8675,11678424507.2457,12614602382.2012,13684255946.5765,14254866284.6542,15013629661.8969,15976174336.9721,16578820687.2881,17271760506.9483,18610594846.2083,20040642476.9817,22715540324.3032,26884700709.3146,30801745700.4514,30745714312.6417,37658616951.8038,42762613698.9636,47231655431.7355,50949668841.6696,52016408854.2658,56441920820.5194,58847019609.6549,60516044656.5206,62420164991.5374,64417670521.3545,62395610760.0492,64960725734.1965,69243626028.5936,86497941439.0174
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,8432589942.39434,7567110848.92228,6838184772.52063,6841639246.8996,6977650643.99488,9158302099.57957,10087654464.8168,10255169805.7996,9757410644.6679,10795850582.779,10492628580.7484,11152971273.9383,11045760288.1206,8313557510.14757,11000146266.5135,18071152830.6101,18047558037.7036,19619654755.679,18870992455.568,16577533891.8785,16810537043.8407,18054383320.8474,21251754340.4305,23510575681.3686,24036918703.1747,25281413263.3712,28760090953.3081,34078240293.2559,33886813250.2036,34936307980.063,36693710801.3976,36302302877.2977,42760235484.6093,48843005613.7091,45815005169.2651,48407761036.8238,52512343996.69,58522477786.6889,60382894697.3557,63027852805.4204,72794636653.7793,70173140101.4315,78875489245.0538
GDP (current US$),NY.GDP.MKTP.CD,Croatia,HRV,..,..,..,..,..,..,..,..,..,25650213279.6781,18760386774.7973,10621169290.9986,11259647874.4986,15062911616.8222,22772394546.6058,24150978346.5253,24175764812.1218,25890228429.7214,23777026779.3004,22134411297.473,23066883849.6467,26757722428.6781,35245317001.8224,41836292157.3335,45013119281.806,49590197656.5482,59298265769.9946,68478776205.9826,62321642125.1721,58981738868.753,62903737379.7834,57551963753.2104,59852401272.3204,59612144078.4133,51005200669.6941,52654855638.1057,56186190437.9959,61668130122.5878,61467582193.6824,57963370885.0798,69006802298.6956,71198635101.9514,84393795502.4421
GDP (current US$),NY.GDP.MKTP.CD,Cuba,CUB,20150254096.3855,20953510235.2941,22204940512.2235,24039383608.4235,22920490774.102,24226574634.0293,25213935012.0819,27458999472.2955,27023468665.8977,28645436569.1489,24316556025.6585,22085858243.2432,22367254864.8649,28448326756.7568,30429803651.2192,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925925.9259,54262870370.3704,56302129629.6296,57481481481.4815,59562962962.963,68990000000,73141000000,77148000000,80656100000,87132800000,91370407863.7,96850649691.7406,100050036096.123,103427600000,107351800000,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2120511229.05028,2143450726.25698,2160784692.73743,2202117374.30168,2237160502.7933,2344637262.56983,2457581731.84358,2593831508.37989,2833476145.2514,2869153184.35754,2951342793.29609,2930092234.63687,3012836256.98324,3033568603.35196,3059406983.24022,3058779217.87709,3024690167.59777,3033433240.22346,3046364804.46927,3026124134.07821,2534327597.76536,2739608156.42458,3075180834.72417,3281419347.37053
GDP (current US$),NY.GDP.MKTP.CD,Cyprus,CYP,2087496373.77964,2159242416.76942,2160364071.19021,2278248953.14058,2430411900.19194,3090734463.27684,3704813885.50548,4278792597.23965,4563482603.5503,5591130217.66965,5770197348.48485,6912150456.32334,6590291048.29211,7425703928.57143,9933137128.07244,10011914680.0502,9547816419.61231,10248618778.2805,10497907227.616,9985847313.85485,10397898907.1038,11420228846.1538,14547329558.3239,17320551250,18433412510.8817,20072754986.8272,23968727073.6381,27844646257.507,26048179949.1741,25799940077.6075,27641547909.7011,25047436974.6819,23959712860.8331,23225918259.9824,19909278416.8575,21046462280.5979,22946570628.7576,25754001367.5448,26196667099.5303,25555093854.2968,30372874319.6285,30976176886.8521,33886930712.3394
GDP (current US$),NY.GDP.MKTP.CD,Czechia,CZE,..,..,..,..,..,..,..,..,..,41016881802.4843,30071014282.3218,35051065440.3962,41155654032.1751,48188478339.4129,60572381311.2283,67804105329.8557,62539765163.1302,67187217327.7326,65586562604.8621,62175642238.0847,68135304463.9641,82607869609.574,100435924704.881,120147899983.657,137264185596.1,156236258386.589,190040702286.917,236506264753.95,206971882704.716,211168667286.27,231429378717.312,210363223087.728,213024360541.119,210911285077.683,189107698561.919,198160659303.939,221563575696.217,251992360762.236,256794209028.77,251109660602.536,290972714482.313,301831228325.556,343207874553.734
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,61459941460.5385,60084214872.0657,60331158447.2389,58868891334.9941,62452421010.9094,87748695216.9077,109183446340.073,115540189705.118,112312200760.581,138217740684.484,139180507777.691,152966494259.538,143111306004.102,156017919221.457,184848481008.139,187481157845.724,173241365735.483,176877077513.133,177887720535.535,164043817223.59,164881594415.341,178788209558.311,218421193436.252,251986155630.852,265150087711.985,283386151543.687,320213157595.018,354979471960.142,322619152194.594,322345594075.47,344315595263.175,326792574244.963,344631016965.12,352832602064.452,301758922337.637,312181849372.233,331610593961.988,355293374912.393,345401473012.615,355631021931.621,408378204639.999,401945576107.963,407091920305.404
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,..,..,..,..,340989527.967995,..,373371738.286415,395794538.630775,409220087.102818,452328087.282876,462421998.525779,478058304.871118,466048469.22986,491689220.744875,497723960.589913,494004647.73437,502675542.001227,514267869.300758,536080148.097299,551230861.856505,572417440.820162,591122039.601398,622044665.515049,666072101.777505,708633194.726566,768873684.032838,847918929.107984,999105339.267729,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,2042817162.85639,2214679081.25658,2424391785.43897,2604955228.70117,2762581334.22612,2913466732.12507,3088853638.56832,3185150981.03207,3385825228.86997,3674298479.07676,4098530513.55777
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,82107391.1111111,89527576.6666667,98665191.4814815,109157070.740741,119491932.962963,135161958.518519,151868754.444444,171106184.074074,185137242.962963,201429629.62963,219762962.962963,234059259.259259,245525925.925926,264374074.074074,274522222.222222,292285185.185185,302988888.888889,322411111.111111,331759259.259259,333470370.37037,340203703.703704,333196296.296296,343311111.111111,367200000,364255555.555556,390251851.851852,421374074.074074,458188888.888889,489074074.074074,493825925.925926,501025925.925926,485996296.296296,498296296.296296,520429629.62963,540737037.037037,576229629.62963,521551851.851852,554770370.37037,611537037.037037,504214814.814815,555266666.666667,607159259.259259,653992592.592593
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,7561300000,8267400000,9220600000,11594000000,5044579979.23285,6122128557.57243,5827050753.25937,5374299981.49698,6686593059.93691,7073675544.79021,9824483339.94518,11605382504,13081042400,14644734599.4778,16637370839.1608,18241622547.5908,20017450041.3075,21672215546.7642,22136579396.9218,24305780628.6677,25601823687.5742,27137440786.2562,21403167848.1444,22322387382.494,35777560683.9366,37879830084.2627,43965458508.5056,48122601530.3324,48261078913.7266,53860187257.9593,58029773599.455,60681535652.5373,62682159338.0354,67179955677.2791,71164826836.5281,75704647877.6559,79998046305.79,85555390139.118,88941372558.2397,78844656298.1776,94243425938.3647,113537368176.13,121444279313.931
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,21810759353.7304,19929846396.4239,17152477036.5005,16912509091.855,17149088413.35,15314138472.3282,13945426859.4657,13051881851.4068,13890823704.5545,15239272611.5809,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,17539454727.3637,23127055000,27054197000,30965208000,35194947000,40278849000,45690762000,49848725000,61139438000,60094978000,68151329000,78986648000,87735048000,96570334000,102717794000,97209558000,97671433000,104467486000,107478962000,107595829000,95865472000,107435101000,116586079000,118844826000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,22136081081.0811,27655172413.7931,30966239813.7369,33971188991.6147,39053502251.0732,41253507951.3564,40455616653.5742,34980124929.0176,39756299049.9793,42978914311.3504,37387836490.5284,41855986519.4235,46578631452.581,51897983392.6453,60159245060.4541,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89600665557.4043,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,248362771739.13,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742,396002496996.96
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26881140000,24921190000,29043140000,31988920000,34015620000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,36731422.8456914,44294647.733479,44442456.94764,50320914.4065688,62118569.9654481,76407395.8727542,93345859.52973,100534656.881732,88265974.861049,112119411.489965,110906028.536862,134707183.84662,136047906.245408,100807002.540195,141853360.867855,232463022.802961,442337870.69437,370687634.425712,621117885.668503,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314443436.2903,21357343668.9447,22388344143.9131,21948834283.7856,21765453081.9826,13185496881.0174,11240808847.8878,12200913878.9827,13097012133.6159,11364133549.7478,9893816007.7398,12215878032.7166,13687643435.6249,12337550583.754
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,477101651.648376,467872714.755603,531688311.688312,578015625,693535954.190067,686490090.140141,745523116.900052,688918537.115555,706370815.584416,752371688.743186,729321680.154324,870248267.550163,1109054005.43971,1098424685.66169,1211161879.6748,1317974491.05691,1380188800,1856695551.21951,1589515447.15447,2065001626.01626,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,4013091682.2914,4123011419.74174,4502970889.06373,4786018988.16491,5154420649.23354,5674080542.88575,5756912265.75809,5686579747.53524,6250218422.70164,7370119619.4782,9876595528.45528,12148595031.0559,14109491356.7964,17025671810.3124,22450264166.4385,24342935403.5447,19633984440.1223,19524355419.038,23303915794.7569,23237406116.3988,25451032780.7573,27055689003.0038,23311847750.9394,24561027787.7896,27469461919.1189,31222632740.7247,31873748770.0313,31820771493.8974,37204563051.4723,38376046174.971,41291245222.1948
GDP (current US$),NY.GDP.MKTP.CD,Eswatini,SWZ,570774824.830585,537568059.413381,555336145.767884,494483408.878468,360079419.385958,449140318.385038,584126092.258819,692026454.737872,696921542.378265,1114694040.66987,1156135717.94598,1284759927.54594,1357189551.68431,1419294254.4183,1698989463.99106,1602741833.70552,1716714070.12471,1576908856.34674,1547888495.98428,1738093840.36607,1542477308.89408,1432221739.12342,2197598466.25447,2770082791.50412,3178112498.67911,3291330019.17287,3469381231.49049,3294084314.15058,3580428052.81393,4438765085.93784,4820478680.18375,4886551483.93374,4418333192.47449,4250545460.94523,3878174403.5524,3705918654.13708,4437538381.32249,4659474399.74018,4594818143.27624,4105756862.55271,4737671576.32851,4695372785.0814,4442875788.08505
